75,50,2
76,50,2
77,50,2
78,50,2
79,50,2
80,50,2
81,50,2
82,50,2
83,50,2
84,50,2
75,51,2
76,51,2
77,51,2
78,51,2
79,51,2
80,51,2
81,51,2
82,51,2
83,51,2
84,51,2
75,52,2
76,52,2
77,52,2
78,52,2
79,52,2
80,52,2
81,52,2
82,52,2
83,52,2
84,52,2
75,53,2
76,53,2
77,53,2
78,53,2
79,53,2
80,53,2
81,53,2
82,53,2
83,53,2
84,53,2
75,54,2
76,54,2
77,54,2
78,54,2
79,54,2
80,54,2
81,54,2
82,54,2
83,54,2
84,54,2
75,55,2
76,55,2
77,55,2
78,55,2
79,55,2
80,55,2
81,55,2
82,55,2
83,55,2
84,55,2
75,56,2
76,56,2
77,56,2
78,56,2
79,56,2
80,56,2
81,56,2
82,56,2
83,56,2
84,56,2
75,57,2
76,57,2
77,57,2
78,57,2
79,57,2
80,57,2
81,57,2
82,57,2
83,57,2
84,57,2
75,58,2
76,58,2
77,58,2
78,58,2
79,58,2
80,58,2
81,58,2
82,58,2
83,58,2
84,58,2
75,59,2
76,59,2
77,59,2
78,59,2
79,59,2
80,59,2
81,59,2
82,59,2
83,59,2
84,59,2
468,440,8
469,440,8
470,440,8
471,440,8
472,440,8
473,440,8
474,440,8
475,440,8
476,440,8
477,440,8
468,441,8
469,441,8
470,441,8
471,441,8
472,441,8
473,441,8
474,441,8
475,441,8
476,441,8
477,441,8
468,442,8
469,442,8
470,442,8
471,442,8
472,442,8
473,442,8
474,442,8
475,442,8
476,442,8
477,442,8
468,443,8
469,443,8
470,443,8
471,443,8
472,443,8
473,443,8
474,443,8
475,443,8
476,443,8
477,443,8
468,444,8
469,444,8
470,444,8
471,444,8
472,444,8
473,444,8
474,444,8
475,444,8
476,444,8
477,444,8
468,445,8
469,445,8
470,445,8
471,445,8
472,445,8
473,445,8
474,445,8
475,445,8
476,445,8
477,445,8
468,446,8
469,446,8
470,446,8
471,446,8
472,446,8
473,446,8
474,446,8
475,446,8
476,446,8
477,446,8
468,447,8
469,447,8
470,447,8
471,447,8
472,447,8
473,447,8
474,447,8
475,447,8
476,447,8
477,447,8
468,448,8
469,448,8
470,448,8
471,448,8
472,448,8
473,448,8
474,448,8
475,448,8
476,448,8
477,448,8
468,449,8
469,449,8
470,449,8
471,449,8
472,449,8
473,449,8
474,449,8
475,449,8
476,449,8
477,449,8
879,341,6
880,341,6
881,341,6
882,341,6
883,341,6
884,341,6
885,341,6
886,341,6
887,341,6
888,341,6
879,342,6
880,342,6
881,342,6
882,342,6
883,342,6
884,342,6
885,342,6
886,342,6
887,342,6
888,342,6
879,343,6
880,343,6
881,343,6
882,343,6
883,343,6
884,343,6
885,343,6
886,343,6
887,343,6
888,343,6
879,344,6
880,344,6
881,344,6
882,344,6
883,344,6
884,344,6
885,344,6
886,344,6
887,344,6
888,344,6
879,345,6
880,345,6
881,345,6
882,345,6
883,345,6
884,345,6
885,345,6
886,345,6
887,345,6
888,345,6
879,346,6
880,346,6
881,346,6
882,346,6
883,346,6
884,346,6
885,346,6
886,346,6
887,346,6
888,346,6
879,347,6
880,347,6
881,347,6
882,347,6
883,347,6
884,347,6
885,347,6
886,347,6
887,347,6
888,347,6
879,348,6
880,348,6
881,348,6
882,348,6
883,348,6
884,348,6
885,348,6
886,348,6
887,348,6
888,348,6
879,349,6
880,349,6
881,349,6
882,349,6
883,349,6
884,349,6
885,349,6
886,349,6
887,349,6
888,349,6
879,350,6
880,350,6
881,350,6
882,350,6
883,350,6
884,350,6
885,350,6
886,350,6
887,350,6
888,350,6
945,8,4
946,8,4
947,8,4
948,8,4
949,8,4
950,8,4
951,8,4
952,8,4
953,8,4
954,8,4
945,9,4
946,9,4
947,9,4
948,9,4
949,9,4
950,9,4
951,9,4
952,9,4
953,9,4
954,9,4
945,10,4
946,10,4
947,10,4
948,10,4
949,10,4
950,10,4
951,10,4
952,10,4
953,10,4
954,10,4
945,11,4
946,11,4
947,11,4
948,11,4
949,11,4
950,11,4
951,11,4
952,11,4
953,11,4
954,11,4
945,12,4
946,12,4
947,12,4
948,12,4
949,12,4
950,12,4
951,12,4
952,12,4
953,12,4
954,12,4
945,13,4
946,13,4
947,13,4
948,13,4
949,13,4
950,13,4
951,13,4
952,13,4
953,13,4
954,13,4
945,14,4
946,14,4
947,14,4
948,14,4
949,14,4
950,14,4
951,14,4
952,14,4
953,14,4
954,14,4
945,15,4
946,15,4
947,15,4
948,15,4
949,15,4
950,15,4
951,15,4
952,15,4
953,15,4
954,15,4
945,16,4
946,16,4
947,16,4
948,16,4
949,16,4
950,16,4
951,16,4
952,16,4
953,16,4
954,16,4
945,17,4
946,17,4
947,17,4
948,17,4
949,17,4
950,17,4
951,17,4
952,17,4
953,17,4
954,17,4
